;lon;lat;volume
17221;-50,2;-6,2;0
17220;-50,4;-6,2;0
17219;-50,6;-6,2;0
17218;-50,8;-6,2;0
17217;-51;-6,2;0
17216;-51,2;-6,2;0
17215;-51,4;-6,2;0
17214;-51,6;-6,2;0
17213;-51,8;-6,2;0
17212;-52;-6,2;0,02
17211;-52,2;-6,2;0,01
17210;-52,4;-6,2;0,01
17209;-52,6;-6,2;0,01
17208;-52,8;-6,2;0,02
17207;-53;-6,2;0,06
17206;-53,2;-6,2;0,07
17205;-53,4;-6,2;0,13
17204;-53,6;-6,2;0,16
17203;-53,8;-6,2;0,17
17202;-54;-6,2;0,11
17201;-54,2;-6,2;0,04
17200;-54,4;-6,2;0,07
17199;-54,6;-6,2;0,12
17198;-54,8;-6,2;0,23
17197;-55;-6,2;0,26
17196;-55,2;-6,2;0,23
17195;-55,4;-6,2;0,22
17194;-55,6;-6,2;0,29
17193;-55,8;-6,2;0,3
17192;-56;-6,2;0,43
17191;-56,2;-6,2;0,36
17190;-56,4;-6,2;0,3
17189;-56,6;-6,2;0,42
17188;-56,8;-6,2;0,5
17187;-57;-6,2;0,28
17186;-57,2;-6,2;0,32
17185;-57,4;-6,2;0,29
17184;-57,6;-6,2;0,3
17183;-57,8;-6,2;0,09
17182;-58;-6,2;0,1
17181;-58,2;-6,2;0,11
17180;-58,4;-6,2;0,13
17179;-58,6;-6,2;0,08
17178;-58,8;-6,2;0,19
17177;-59;-6,2;0,13
17176;-59,2;-6,2;0,11
17175;-59,4;-6,2;0,11
17174;-59,6;-6,2;0,14
17173;-59,8;-6,2;0,1
17172;-60;-6,2;0,09
17171;-60,2;-6,2;0,07
17170;-60,4;-6,2;0,11
17169;-60,6;-6,2;0,11
17168;-60,8;-6,2;0,09
17167;-61;-6,2;0,03
17166;-61,2;-6,2;0,06
17165;-61,4;-6,2;0,06
17164;-61,6;-6,2;0,06
17163;-61,8;-6,2;0,06
17162;-62;-6,2;0,09
17161;-62,2;-6,2;0,12
17160;-62,4;-6,2;0,18
17159;-62,6;-6,2;0,11
17158;-62,8;-6,2;0,14
17157;-63;-6,2;0,12
17156;-63,2;-6,2;0,07
17155;-63,4;-6,2;0,14
17154;-63,6;-6,2;0,2
17153;-63,8;-6,2;0,22
17152;-64;-6,2;0,18
17151;-64,2;-6,2;0,11
17150;-64,4;-6,2;0,13
17149;-64,6;-6,2;0,07
17148;-64,8;-6,2;0,02
17147;-65;-6,2;0,07
17146;-65,2;-6,2;0,15
17145;-65,4;-6,2;0,35
17144;-65,6;-6,2;0,2
17143;-65,8;-6,2;2,26
17142;-66;-6,2;3,9
17141;-66,2;-6,2;1,96
17140;-66,4;-6,2;1,46
17139;-66,6;-6,2;0,77
17138;-66,8;-6,2;0,76
17137;-67;-6,2;2,07
17136;-67,2;-6,2;2,24
17135;-67,4;-6,2;3,76
17134;-67,6;-6,2;4,21
17133;-67,8;-6,2;3,11
17132;-68;-6,2;1,76
17131;-68,2;-6,2;0,98
17130;-68,4;-6,2;0,93
17129;-68,6;-6,2;2,64
17128;-68,8;-6,2;1,93
17127;-69;-6,2;1,05
17126;-69,2;-6,2;0,05
17125;-69,4;-6,2;0,14
17124;-69,6;-6,2;0
17123;-69,8;-6,2;0,02
17122;-70;-6,2;0,05
17121;-70,2;-6,2;0,15
17120;-70,4;-6,2;0,04
17119;-70,6;-6,2;0,39
17118;-70,8;-6,2;0,55
17117;-71;-6,2;0,26
17116;-71,2;-6,2;0,19
17115;-71,4;-6,2;0,17
17114;-71,6;-6,2;0,13
17113;-71,8;-6,2;0,08
17112;-72;-6,2;0,06
17111;-72,2;-6,2;0,07
17110;-72,4;-6,2;0,04
17109;-72,6;-6,2;0,02
17108;-72,8;-6,2;0,02
17107;-73;-6,2;0,02
17106;-73,2;-6,2;0,02
17105;-73,4;-6,2;0
17104;-73,6;-6,2;0,01
17103;-73,8;-6,2;0,01
17102;-74;-6,2;0,1
17101;-74,2;-6,2;0
17100;-74,4;-6,2;0
17099;-74,6;-6,2;0
17098;-74,8;-6,2;0
17097;-75;-6,2;0
17096;-75,2;-6,2;0
17095;-75,4;-6,2;0
17094;-75,6;-6,2;0,02
17093;-75,8;-6,2;0,14
17092;-76;-6,2;0,05
17091;-34;-6;0,71
17090;-34,2;-6;0,41
17089;-34,4;-6;0,69
17088;-34,6;-6;2,11
17087;-34,8;-6;1,22
17086;-35;-6;0,98
17085;-35,2;-6;0,54
17084;-35,4;-6;0,31
17083;-35,6;-6;0,11
17082;-35,8;-6;0,07
17081;-36;-6;0,03
17080;-36,2;-6;0
17079;-36,4;-6;0
17078;-36,6;-6;0
17077;-36,8;-6;0
17076;-37;-6;0
17075;-37,2;-6;0,01
17074;-37,4;-6;0,01
17073;-37,6;-6;0
17072;-37,8;-6;0
17071;-38;-6;0
17070;-38,2;-6;0
17069;-38,4;-6;0
17068;-38,6;-6;0
17067;-38,8;-6;0
17066;-39;-6;0,01
17065;-39,2;-6;0
17064;-39,4;-6;0
17063;-39,6;-6;0
17062;-39,8;-6;0
17061;-40;-6;0
17060;-40,2;-6;0,01
17059;-40,4;-6;0
17058;-40,6;-6;0
17057;-40,8;-6;0,01
17056;-41;-6;0
17055;-41,2;-6;0
17054;-41,4;-6;0
17053;-41,6;-6;0
17052;-41,8;-6;0
17051;-42;-6;0
17050;-42,2;-6;0
17049;-42,4;-6;0
17048;-42,6;-6;0
17047;-42,8;-6;0
17046;-43;-6;0
17045;-43,2;-6;0
17044;-43,4;-6;0
17043;-43,6;-6;0
17042;-43,8;-6;0
17041;-44;-6;0
17040;-44,2;-6;0
17039;-44,4;-6;0
17038;-44,6;-6;0
17037;-44,8;-6;0
17036;-45;-6;0
17035;-45,2;-6;0
17034;-45,4;-6;0,02
17033;-45,6;-6;0,06
17032;-45,8;-6;0,06
17031;-46;-6;0,05
17030;-46,2;-6;0,04
17029;-46,4;-6;0,05
17028;-46,6;-6;0,03
17027;-46,8;-6;0,01
17026;-47;-6;0
17025;-47,2;-6;0,02
17024;-47,4;-6;0,01
17023;-47,6;-6;0,02
17022;-47,8;-6;0
17021;-48;-6;0,03
17020;-48,2;-6;0,02
17019;-48,4;-6;0,04
17018;-48,6;-6;0,03
17017;-48,8;-6;0,03
17016;-49;-6;0,03
17015;-49,2;-6;0,01
17014;-49,4;-6;0
17013;-49,6;-6;0
17012;-49,8;-6;0
17011;-50;-6;0
17010;-50,2;-6;0
17009;-50,4;-6;0
17008;-50,6;-6;0
17007;-50,8;-6;0
17006;-51;-6;0
17005;-51,2;-6;0,01
17004;-51,4;-6;0
17003;-51,6;-6;0
17002;-51,8;-6;0
17001;-52;-6;0,01
17000;-52,2;-6;0,01
16999;-52,4;-6;0,01
16998;-52,6;-6;0,02
16997;-52,8;-6;0,02
16996;-53;-6;0,04
16995;-53,2;-6;0,06
16994;-53,4;-6;0,12
16993;-53,6;-6;0,14
16992;-53,8;-6;0,29
16991;-54;-6;0,12
16990;-54,2;-6;0,06
16989;-54,4;-6;0,11
16988;-54,6;-6;0,16
16987;-54,8;-6;0,11
16986;-55;-6;0,2
16985;-55,2;-6;0,26
16984;-55,4;-6;0,34
16983;-55,6;-6;0,42
16982;-55,8;-6;0,32
16981;-56;-6;0,32
16980;-56,2;-6;0,46
16979;-56,4;-6;0,35
16978;-56,6;-6;0,26
16977;-56,8;-6;0,28
16976;-57;-6;0,33
16975;-57,2;-6;0,33
16974;-57,4;-6;0,4
16973;-57,6;-6;0,1
16972;-57,8;-6;0,22
16971;-58;-6;0,33
16970;-58,2;-6;0,3
16969;-58,4;-6;0,28
16968;-58,6;-6;0,12
16967;-58,8;-6;0,18
16966;-59;-6;0,13
16965;-59,2;-6;0,1
16964;-59,4;-6;0,1
16963;-59,6;-6;0,15
16962;-59,8;-6;0,09
16961;-60;-6;0,15
16960;-60,2;-6;0,14
16959;-60,4;-6;0,16
16958;-60,6;-6;0,1
16957;-60,8;-6;0,08
16956;-61;-6;0,1
16955;-61,2;-6;0,08
16954;-61,4;-6;0,03
16953;-61,6;-6;0,06
16952;-61,8;-6;0,06
16951;-62;-6;0,09
16950;-62,2;-6;0,13
16949;-62,4;-6;0,18
16948;-62,6;-6;0,14
16947;-62,8;-6;0,1
16946;-63;-6;0,07
16945;-63,2;-6;0,08
16944;-63,4;-6;0,15
16943;-63,6;-6;0,13
16942;-63,8;-6;0,12
16941;-64;-6;0,1
16940;-64,2;-6;0,11
16939;-64,4;-6;0,17
16938;-64,6;-6;0,12
16937;-64,8;-6;0,06
16936;-65;-6;0,32
16935;-65,2;-6;0,46
16934;-65,4;-6;0,33
16933;-65,6;-6;2,41
16932;-65,8;-6;7,39
16931;-66;-6;6,77
16930;-66,2;-6;4,85
16929;-66,4;-6;3,67
16928;-66,6;-6;0,98
16927;-66,8;-6;0,81
16926;-67;-6;1,23
16925;-67,2;-6;2,97
16924;-67,4;-6;4,43
16923;-67,6;-6;3,82
16922;-67,8;-6;7,23
16921;-68;-6;2,62
16920;-68,2;-6;2,48
16919;-68,4;-6;3,06
16918;-68,6;-6;1,82
16917;-68,8;-6;0,5
16916;-69;-6;0,38
16915;-69,2;-6;0,38
16914;-69,4;-6;0,15
16913;-69,6;-6;0,09
16912;-69,8;-6;0,12
16911;-70;-6;0,24
16910;-70,2;-6;0,48
16909;-70,4;-6;0,03
16908;-70,6;-6;0,07
16907;-70,8;-6;0,19
16906;-71;-6;0,42
16905;-71,2;-6;0,23
16904;-71,4;-6;0,04
16903;-71,6;-6;0,2
16902;-71,8;-6;0,07
16901;-72;-6;0,07
16900;-72,2;-6;0,21
16899;-72,4;-6;0,11
16898;-72,6;-6;0,06
16897;-72,8;-6;0,08
16896;-73;-6;0,13
16895;-73,2;-6;0,09
16894;-73,4;-6;0,14
16893;-73,6;-6;0,02
16892;-73,8;-6;0,23
16891;-74;-6;0,4
16890;-74,2;-6;0
16889;-74,4;-6;0
16888;-74,6;-6;0
16887;-74,8;-6;0
16886;-75;-6;0
16885;-75,2;-6;0
16884;-75,4;-6;0
16883;-75,6;-6;0,01
16882;-75,8;-6;0,23
16881;-76;-6;0,18
16880;-34;-5,8;1,06
16879;-34,2;-5,8;1,17
16878;-34,4;-5,8;1,6
16877;-34,6;-5,8;1,13
16876;-34,8;-5,8;0,57
16875;-35;-5,8;0,85
16874;-35,2;-5,8;0,76
16873;-35,4;-5,8;0,32
16872;-35,6;-5,8;0,1
16871;-35,8;-5,8;0,16
16870;-36;-5,8;0,03
16869;-36,2;-5,8;0
16868;-36,4;-5,8;0
16867;-36,6;-5,8;0
16866;-36,8;-5,8;0
16865;-37;-5,8;0
16864;-37,2;-5,8;0
16863;-37,4;-5,8;0
16862;-37,6;-5,8;0
16861;-37,8;-5,8;0
16860;-38;-5,8;0
16859;-38,2;-5,8;0
16858;-38,4;-5,8;0
16857;-38,6;-5,8;0
16856;-38,8;-5,8;0
16855;-39;-5,8;0,01
16854;-39,2;-5,8;0
16853;-39,4;-5,8;0
16852;-39,6;-5,8;0,02
16851;-39,8;-5,8;0,02
16850;-40;-5,8;0,01
16849;-40,2;-5,8;0
16848;-40,4;-5,8;0
16847;-40,6;-5,8;0,01
16846;-40,8;-5,8;0
16845;-41;-5,8;0
16844;-41,2;-5,8;0
16843;-41,4;-5,8;0
16842;-41,6;-5,8;0
16841;-41,8;-5,8;0
16840;-42;-5,8;0
16839;-42,2;-5,8;0,01
16838;-42,4;-5,8;0
16837;-42,6;-5,8;0
16836;-42,8;-5,8;0,01
16835;-43;-5,8;0
16834;-43,2;-5,8;0,01
16833;-43,4;-5,8;0
16832;-43,6;-5,8;0,01
16831;-43,8;-5,8;0,02
16830;-44;-5,8;0,01
16829;-44,2;-5,8;0
16828;-44,4;-5,8;0
16827;-44,6;-5,8;0,01
16826;-44,8;-5,8;0,02
16825;-45;-5,8;0,05
16824;-45,2;-5,8;0,08
16823;-45,4;-5,8;0,11
16822;-45,6;-5,8;0,1
16821;-45,8;-5,8;0,06
16820;-46;-5,8;0,06
16819;-46,2;-5,8;0,18
16818;-46,4;-5,8;0,15
16817;-46,6;-5,8;0,07
16816;-46,8;-5,8;0,01
16815;-47;-5,8;0
16814;-47,2;-5,8;0,01
16813;-47,4;-5,8;0,02
16812;-47,6;-5,8;0,06
16811;-47,8;-5,8;0,03
16810;-48;-5,8;0,04
16809;-48,2;-5,8;0,06
16808;-48,4;-5,8;0,06
16807;-48,6;-5,8;0,04
16806;-48,8;-5,8;0,02
16805;-49;-5,8;0,01
16804;-49,2;-5,8;0,01
16803;-49,4;-5,8;0
16802;-49,6;-5,8;0
16801;-49,8;-5,8;0
16800;-50;-5,8;0
16799;-50,2;-5,8;0
16798;-50,4;-5,8;0
16797;-50,6;-5,8;0
16796;-50,8;-5,8;0
16795;-51;-5,8;0
16794;-51,2;-5,8;0
16793;-51,4;-5,8;0
16792;-51,6;-5,8;0
16791;-51,8;-5,8;0,02
16790;-52;-5,8;0,01
16789;-52,2;-5,8;0,02
16788;-52,4;-5,8;0
16787;-52,6;-5,8;0,02
16786;-52,8;-5,8;0,04
16785;-53;-5,8;0,02
16784;-53,2;-5,8;0,04
16783;-53,4;-5,8;0,06
16782;-53,6;-5,8;0,09
16781;-53,8;-5,8;0,16
16780;-54;-5,8;0,15
16779;-54,2;-5,8;0,09
16778;-54,4;-5,8;0,16
16777;-54,6;-5,8;0,12
16776;-54,8;-5,8;0,14
16775;-55;-5,8;0,15
16774;-55,2;-5,8;0,22
16773;-55,4;-5,8;0,38
16772;-55,6;-5,8;0,38
16771;-55,8;-5,8;0,44
16770;-56;-5,8;0,21
16769;-56,2;-5,8;0,34
16768;-56,4;-5,8;0,42
16767;-56,6;-5,8;0,32
16766;-56,8;-5,8;0,32
16765;-57;-5,8;0,24
16764;-57,2;-5,8;0,21
16763;-57,4;-5,8;0,56
16762;-57,6;-5,8;0,47
16761;-57,8;-5,8;0,43
16760;-58;-5,8;0,31
16759;-58,2;-5,8;0,18
16758;-58,4;-5,8;0,13
16757;-58,6;-5,8;0,15
16756;-58,8;-5,8;0,09
16755;-59;-5,8;0,14
16754;-59,2;-5,8;0,11
16753;-59,4;-5,8;0,11
16752;-59,6;-5,8;0,11
16751;-59,8;-5,8;0,13
16750;-60;-5,8;0,15
16749;-60,2;-5,8;0,16
16748;-60,4;-5,8;0,15
16747;-60,6;-5,8;0,1
16746;-60,8;-5,8;0,06
16745;-61;-5,8;0,13
16744;-61,2;-5,8;0,05
16743;-61,4;-5,8;0,07
16742;-61,6;-5,8;0,05
16741;-61,8;-5,8;0,08
16740;-62;-5,8;0,11
16739;-62,2;-5,8;0,13
16738;-62,4;-5,8;0,13
16737;-62,6;-5,8;0,14
16736;-62,8;-5,8;0,12
16735;-63;-5,8;0,05
16734;-63,2;-5,8;0,06
16733;-63,4;-5,8;0,11
16732;-63,6;-5,8;0,06
16731;-63,8;-5,8;0,04
16730;-64;-5,8;0,06
16729;-64,2;-5,8;0,13
16728;-64,4;-5,8;0,17
16727;-64,6;-5,8;0,15
16726;-64,8;-5,8;0,21
16725;-65;-5,8;0,27
16724;-65,2;-5,8;0,38
16723;-65,4;-5,8;0,25
16722;-65,6;-5,8;2,89
16721;-65,8;-5,8;7,92
16720;-66;-5,8;9,48
16719;-66,2;-5,8;9,54
16718;-66,4;-5,8;6,65
16717;-66,6;-5,8;4,62
16716;-66,8;-5,8;4,22
16715;-67;-5,8;5,86
16714;-67,2;-5,8;4,07
16713;-67,4;-5,8;6,28
16712;-67,6;-5,8;5,27
16711;-67,8;-5,8;3,69
16710;-68;-5,8;5,13
16709;-68,2;-5,8;2,55
16708;-68,4;-5,8;5,27
16707;-68,6;-5,8;2,41
16706;-68,8;-5,8;0,65
16705;-69;-5,8;1,25
16704;-69,2;-5,8;0,92
16703;-69,4;-5,8;0,15
16702;-69,6;-5,8;0,62
16701;-69,8;-5,8;0,54
16700;-70;-5,8;0,14
16699;-70,2;-5,8;2,05
16698;-70,4;-5,8;0,17
16697;-70,6;-5,8;0
16696;-70,8;-5,8;0,27
16695;-71;-5,8;0,09
16694;-71,2;-5,8;0,01
16693;-71,4;-5,8;0,09
16692;-71,6;-5,8;1,11
16691;-71,8;-5,8;0,26
16690;-72;-5,8;0,51
16689;-72,2;-5,8;0,38
16688;-72,4;-5,8;0,05
16687;-72,6;-5,8;0,07
16686;-72,8;-5,8;0,24
16685;-73;-5,8;0,06
16684;-73,2;-5,8;0,14
16683;-73,4;-5,8;0,39
16682;-73,6;-5,8;0,02
16681;-73,8;-5,8;0,14
16680;-74;-5,8;0,2
16679;-74,2;-5,8;0
16678;-74,4;-5,8;0
16677;-74,6;-5,8;0
16676;-74,8;-5,8;0
16675;-75;-5,8;0
16674;-75,2;-5,8;0
16673;-75,4;-5,8;0,21
16672;-75,6;-5,8;0
16671;-75,8;-5,8;0,97
16670;-76;-5,8;1,27
16669;-34;-5,6;2,13
16668;-34,2;-5,6;1,83
16667;-34,4;-5,6;1,71
16666;-34,6;-5,6;0,76
16665;-34,8;-5,6;0,36
16664;-35;-5,6;0,64
16663;-35,2;-5,6;1,04
16662;-35,4;-5,6;0,38
16661;-35,6;-5,6;0,2
16660;-35,8;-5,6;0,15
16659;-36;-5,6;0,02
16658;-36,2;-5,6;0
16657;-36,4;-5,6;0
16656;-36,6;-5,6;0
16655;-36,8;-5,6;0
16654;-37;-5,6;0
16653;-37,2;-5,6;0
16652;-37,4;-5,6;0
16651;-37,6;-5,6;0
16650;-37,8;-5,6;0
16649;-38;-5,6;0,01
16648;-38,2;-5,6;0
16647;-38,4;-5,6;0
16646;-38,6;-5,6;0
16645;-38,8;-5,6;0
16644;-39;-5,6;0
16643;-39,2;-5,6;0
16642;-39,4;-5,6;0
16641;-39,6;-5,6;0,02
16640;-39,8;-5,6;0,07
16639;-40;-5,6;0,03
16638;-40,2;-5,6;0
16637;-40,4;-5,6;0
16636;-40,6;-5,6;0
16635;-40,8;-5,6;0
16634;-41;-5,6;0
16633;-41,2;-5,6;0
16632;-41,4;-5,6;0
16631;-41,6;-5,6;0
16630;-41,8;-5,6;0
16629;-42;-5,6;0
16628;-42,2;-5,6;0
16627;-42,4;-5,6;0,01
16626;-42,6;-5,6;0
16625;-42,8;-5,6;0
16624;-43;-5,6;0,01
16623;-43,2;-5,6;0,03
16622;-43,4;-5,6;0,04
16621;-43,6;-5,6;0,05
16620;-43,8;-5,6;0,05
16619;-44;-5,6;0,01
16618;-44,2;-5,6;0
16617;-44,4;-5,6;0,01
16616;-44,6;-5,6;0,04
16615;-44,8;-5,6;0,1
16614;-45;-5,6;0,17
16613;-45,2;-5,6;0,18
16612;-45,4;-5,6;0,21
16611;-45,6;-5,6;0,15
16610;-45,8;-5,6;0,09
16609;-46;-5,6;0,06
16608;-46,2;-5,6;0,14
16607;-46,4;-5,6;0,11
16606;-46,6;-5,6;0,13
16605;-46,8;-5,6;0,04
16604;-47;-5,6;0,01
16603;-47,2;-5,6;0,03
16602;-47,4;-5,6;0,02
16601;-47,6;-5,6;0,1
16600;-47,8;-5,6;0,06
16599;-48;-5,6;0,05
16598;-48,2;-5,6;0,05
16597;-48,4;-5,6;0,05
16596;-48,6;-5,6;0,06
16595;-48,8;-5,6;0,02
16594;-49;-5,6;0,02
16593;-49,2;-5,6;0,01
16592;-49,4;-5,6;0
16591;-49,6;-5,6;0
16590;-49,8;-5,6;0
16589;-50;-5,6;0
16588;-50,2;-5,6;0
16587;-50,4;-5,6;0
16586;-50,6;-5,6;0
16585;-50,8;-5,6;0
16584;-51;-5,6;0
16583;-51,2;-5,6;0
16582;-51,4;-5,6;0,01
16581;-51,6;-5,6;0,02
16580;-51,8;-5,6;0,03
16579;-52;-5,6;0,04
16578;-52,2;-5,6;0,01
16577;-52,4;-5,6;0,02
16576;-52,6;-5,6;0,01
16575;-52,8;-5,6;0,05
16574;-53;-5,6;0,03
16573;-53,2;-5,6;0,04
16572;-53,4;-5,6;0,04
16571;-53,6;-5,6;0,04
16570;-53,8;-5,6;0,07
16569;-54;-5,6;0,15
16568;-54,2;-5,6;0,09
16567;-54,4;-5,6;0,18
16566;-54,6;-5,6;0,13
16565;-54,8;-5,6;0,22
16564;-55;-5,6;0,21
16563;-55,2;-5,6;0,19
16562;-55,4;-5,6;0,3
16561;-55,6;-5,6;0,47
16560;-55,8;-5,6;0,36
16559;-56;-5,6;0,29
16558;-56,2;-5,6;0,64
16557;-56,4;-5,6;0,55
16556;-56,6;-5,6;0,47
16555;-56,8;-5,6;0,41
16554;-57;-5,6;0,24
16553;-57,2;-5,6;0,22
16552;-57,4;-5,6;0,23
16551;-57,6;-5,6;0,31
16550;-57,8;-5,6;0,35
16549;-58;-5,6;0,2
16548;-58,2;-5,6;0,14
16547;-58,4;-5,6;0,16
16546;-58,6;-5,6;0,13
16545;-58,8;-5,6;0,14
16544;-59;-5,6;0,17
16543;-59,2;-5,6;0,14
16542;-59,4;-5,6;0,15
16541;-59,6;-5,6;0,19
16540;-59,8;-5,6;0,18
16539;-60;-5,6;0,25
16538;-60,2;-5,6;0,18
16537;-60,4;-5,6;0,13
16536;-60,6;-5,6;0,09
16535;-60,8;-5,6;0,04
16534;-61;-5,6;0,14
16533;-61,2;-5,6;0,07
16532;-61,4;-5,6;0,1
16531;-61,6;-5,6;0,12
16530;-61,8;-5,6;0,08
16529;-62;-5,6;0,11
16528;-62,2;-5,6;0,13
16527;-62,4;-5,6;0,18
16526;-62,6;-5,6;0,12
16525;-62,8;-5,6;0,13
16524;-63;-5,6;0,08
16523;-63,2;-5,6;0,02
16522;-63,4;-5,6;0,03
16521;-63,6;-5,6;0,04
16520;-63,8;-5,6;0,05
16519;-64;-5,6;0,08
16518;-64,2;-5,6;0,15
16517;-64,4;-5,6;0,17
16516;-64,6;-5,6;0,27
16515;-64,8;-5,6;0,18
16514;-65;-5,6;0,23
16513;-65,2;-5,6;0,22
16512;-65,4;-5,6;0,19
16511;-65,6;-5,6;0,71
16510;-65,8;-5,6;3,18
16509;-66;-5,6;6,8
16508;-66,2;-5,6;5,59
16507;-66,4;-5,6;2,61
16506;-66,6;-5,6;3,89
16505;-66,8;-5,6;9,43
16504;-67;-5,6;12,04
16503;-67,2;-5,6;7,47
16502;-67,4;-5,6;4,34
16501;-67,6;-5,6;4,76
16500;-67,8;-5,6;7,85
16499;-68;-5,6;8,54
16498;-68,2;-5,6;5,13
16497;-68,4;-5,6;8
16496;-68,6;-5,6;5,11
16495;-68,8;-5,6;2,78
16494;-69;-5,6;2,65
16493;-69,2;-5,6;0,55
16492;-69,4;-5,6;0,28
16491;-69,6;-5,6;0,4
16490;-69,8;-5,6;0,73
16489;-70;-5,6;0,23
16488;-70,2;-5,6;1,09
16487;-70,4;-5,6;0,01
16486;-70,6;-5,6;0,12
16485;-70,8;-5,6;0,16
16484;-71;-5,6;0,26
16483;-71,2;-5,6;0,18
16482;-71,4;-5,6;0,16
16481;-71,6;-5,6;0,12
16480;-71,8;-5,6;0,13
16479;-72;-5,6;0,05
16478;-72,2;-5,6;0,15
16477;-72,4;-5,6;0,08
16476;-72,6;-5,6;0,09
16475;-72,8;-5,6;0,09
16474;-73;-5,6;0,06
16473;-73,2;-5,6;0,13
16472;-73,4;-5,6;0,07
16471;-73,6;-5,6;0,04
16470;-73,8;-5,6;0,16
16469;-74;-5,6;0,01
16468;-74,2;-5,6;0
16467;-74,4;-5,6;0
16466;-74,6;-5,6;0,01
16465;-74,8;-5,6;0
16464;-75;-5,6;0
16463;-75,2;-5,6;0
16462;-75,4;-5,6;0,25
16461;-75,6;-5,6;0
16460;-75,8;-5,6;0,25
16459;-76;-5,6;4,64
16458;-34;-5,4;2,54
16457;-34,2;-5,4;1,29
16456;-34,4;-5,4;1,06
16455;-34,6;-5,4;0,78
16454;-34,8;-5,4;0,55
16453;-35;-5,4;0,67
16452;-35,2;-5,4;1,47
16451;-35,4;-5,4;0,62
16450;-35,6;-5,4;0,25
16449;-35,8;-5,4;0,08
16448;-36;-5,4;0
16447;-36,2;-5,4;0
16446;-36,4;-5,4;0
16445;-36,6;-5,4;0
16444;-36,8;-5,4;0
16443;-37;-5,4;0
16442;-37,2;-5,4;0
16441;-37,4;-5,4;0
16440;-37,6;-5,4;0
16439;-37,8;-5,4;0
16438;-38;-5,4;0
16437;-38,2;-5,4;0
16436;-38,4;-5,4;0
16435;-38,6;-5,4;0
16434;-38,8;-5,4;0,01
16433;-39;-5,4;0,01
16432;-39,2;-5,4;0
16431;-39,4;-5,4;0
16430;-39,6;-5,4;0,01
16429;-39,8;-5,4;0,05
16428;-40;-5,4;0,02
16427;-40,2;-5,4;0
16426;-40,4;-5,4;0
16425;-40,6;-5,4;0
16424;-40,8;-5,4;0
16423;-41;-5,4;0
16422;-41,2;-5,4;0
16421;-41,4;-5,4;0
16420;-41,6;-5,4;0,01
16419;-41,8;-5,4;0
16418;-42;-5,4;0
16417;-42,2;-5,4;0,01
16416;-42,4;-5,4;0
16415;-42,6;-5,4;0,01
16414;-42,8;-5,4;0
16413;-43;-5,4;0,01
16412;-43,2;-5,4;0,05
16411;-43,4;-5,4;0,08
16410;-43,6;-5,4;0,14
16409;-43,8;-5,4;0,17
16408;-44;-5,4;0,1
16407;-44,2;-5,4;0,08
16406;-44,4;-5,4;0,09
16405;-44,6;-5,4;0,1
16404;-44,8;-5,4;0,15
16403;-45;-5,4;0,15
16402;-45,2;-5,4;0,12
16401;-45,4;-5,4;0,21
16400;-45,6;-5,4;0,13
16399;-45,8;-5,4;0,15
16398;-46;-5,4;0,15
16397;-46,2;-5,4;0,14
16396;-46,4;-5,4;0,14
16395;-46,6;-5,4;0,18
16394;-46,8;-5,4;0,06
16393;-47;-5,4;0,06
16392;-47,2;-5,4;0,02
16391;-47,4;-5,4;0,07
16390;-47,6;-5,4;0,06
16389;-47,8;-5,4;0,06
16388;-48;-5,4;0,05
16387;-48,2;-5,4;0,02
16386;-48,4;-5,4;0,04
16385;-48,6;-5,4;0,02
16384;-48,8;-5,4;0,01
16383;-49;-5,4;0
16382;-49,2;-5,4;0,01
16381;-49,4;-5,4;0
16380;-49,6;-5,4;0
16379;-49,8;-5,4;0
16378;-50;-5,4;0
16377;-50,2;-5,4;0
16376;-50,4;-5,4;0
16375;-50,6;-5,4;0
16374;-50,8;-5,4;0
16373;-51;-5,4;0
16372;-51,2;-5,4;0,01
16371;-51,4;-5,4;0,02
16370;-51,6;-5,4;0,03
16369;-51,8;-5,4;0,04
16368;-52;-5,4;0,04
16367;-52,2;-5,4;0,01
16366;-52,4;-5,4;0,01
16365;-52,6;-5,4;0
16364;-52,8;-5,4;0
16363;-53;-5,4;0,02
16362;-53,2;-5,4;0,03
16361;-53,4;-5,4;0,1
16360;-53,6;-5,4;0,05
16359;-53,8;-5,4;0,05
16358;-54;-5,4;0,09
16357;-54,2;-5,4;0,09
16356;-54,4;-5,4;0,1
16355;-54,6;-5,4;0,13
16354;-54,8;-5,4;0,3
16353;-55;-5,4;0,28
16352;-55,2;-5,4;0,21
16351;-55,4;-5,4;0,3
16350;-55,6;-5,4;0,37
16349;-55,8;-5,4;0,39
16348;-56;-5,4;0,34
16347;-56,2;-5,4;0,5
16346;-56,4;-5,4;0,52
16345;-56,6;-5,4;0,51
16344;-56,8;-5,4;0,4
16343;-57;-5,4;0,3
16342;-57,2;-5,4;0,43
16341;-57,4;-5,4;0,35
16340;-57,6;-5,4;0,36
16339;-57,8;-5,4;0,29
16338;-58;-5,4;0,29
16337;-58,2;-5,4;0,3
16336;-58,4;-5,4;0,15
16335;-58,6;-5,4;0,16
16334;-58,8;-5,4;0,11
16333;-59;-5,4;0,11
16332;-59,2;-5,4;0,15
16331;-59,4;-5,4;0,27
16330;-59,6;-5,4;0,23
16329;-59,8;-5,4;0,19
16328;-60;-5,4;0,25
