;lon;lat;volume
52961;-34;-40;0,02
52960;-34,2;-40;0,03
52959;-34,4;-40;0,04
52958;-34,6;-40;0,06
52957;-34,8;-40;0,09
52956;-35;-40;0,17
52955;-35,2;-40;0,18
52954;-35,4;-40;0,34
52953;-35,6;-40;0,3
52952;-35,8;-40;0,12
52951;-36;-40;0,22
52950;-36,2;-40;0,16
52949;-36,4;-40;0,1
52948;-36,6;-40;0,04
52947;-36,8;-40;0,02
52946;-37;-40;0,06
52945;-37,2;-40;0,05
52944;-37,4;-40;0,05
52943;-37,6;-40;0,08
52942;-37,8;-40;0,15
52941;-38;-40;0,3
52940;-38,2;-40;0,23
52939;-38,4;-40;0,17
52938;-38,6;-40;0,15
52937;-38,8;-40;0,27
52936;-39;-40;0,79
52935;-39,2;-40;1,05
52934;-39,4;-40;1,22
52933;-39,6;-40;1,23
52932;-39,8;-40;1,15
52931;-40;-40;1,1
52930;-40,2;-40;1,91
52929;-40,4;-40;2,21
52928;-40,6;-40;3,03
52927;-40,8;-40;4,47
52926;-41;-40;5,6
52925;-41,2;-40;6,22
52924;-41,4;-40;7,64
52923;-41,6;-40;9,47
52922;-41,8;-40;10,61
52921;-42;-40;8,88
52920;-42,2;-40;6,21
52919;-42,4;-40;4,61
52918;-42,6;-40;3,5
52917;-42,8;-40;2,77
52916;-43;-40;2,66
52915;-43,2;-40;1,87
52914;-43,4;-40;1,34
52913;-43,6;-40;1,03
52912;-43,8;-40;0,64
52911;-44;-40;0,16
52910;-44,2;-40;0,07
52909;-44,4;-40;0,08
52908;-44,6;-40;0,08
52907;-44,8;-40;0,07
52906;-45;-40;0,13
52905;-45,2;-40;0,12
52904;-45,4;-40;0,19
52903;-45,6;-40;0,22
52902;-45,8;-40;0,19
52901;-46;-40;0,23
52900;-46,2;-40;0,28
52899;-46,4;-40;0,47
52898;-46,6;-40;0,68
52897;-46,8;-40;0,9
52896;-47;-40;1,09
52895;-47,2;-40;1,1
52894;-47,4;-40;1,5
52893;-47,6;-40;1,65
52892;-47,8;-40;1,62
52891;-48;-40;1,44
52890;-48,2;-40;2,45
52889;-48,4;-40;4,02
52888;-48,6;-40;5,56
52887;-48,8;-40;7,04
52886;-49;-40;9,2
52885;-49,2;-40;12,57
52884;-49,4;-40;12,17
52883;-49,6;-40;11,09
52882;-49,8;-40;11,61
52881;-50;-40;13,98
52880;-50,2;-40;17,28
52879;-50,4;-40;18,89
52878;-50,6;-40;19,79
52877;-50,8;-40;19,89
52876;-51;-40;18,1
52875;-51,2;-40;19,05
52874;-51,4;-40;21,49
52873;-51,6;-40;22,3
52872;-51,8;-40;20,37
52871;-52;-40;17,11
52870;-52,2;-40;18,72
52869;-52,4;-40;21,28
52868;-52,6;-40;25,67
52867;-52,8;-40;30,07
52866;-53;-40;25,27
52865;-53,2;-40;16,26
52864;-53,4;-40;17,89
52863;-53,6;-40;22,86
52862;-53,8;-40;24,51
52861;-54;-40;16,82
52860;-54,2;-40;14,23
52859;-54,4;-40;14,53
52858;-54,6;-40;14,93
52857;-54,8;-40;13,63
52856;-55;-40;11,07
52855;-55,2;-40;11,91
52854;-55,4;-40;12,58
52853;-55,6;-40;12,13
52852;-55,8;-40;10,26
52851;-56;-40;7,23
52850;-56,2;-40;7,55
52849;-56,4;-40;9,75
52848;-56,6;-40;12,13
52847;-56,8;-40;13,12
52846;-57;-40;11,8
52845;-57,2;-40;8,71
52844;-57,4;-40;6,44
52843;-57,6;-40;6,02
52842;-57,8;-40;6,17
52841;-58;-40;2,83
52840;-58,2;-40;4,1
52839;-58,4;-40;5,58
52838;-58,6;-40;7,15
52837;-58,8;-40;8,29
52836;-59;-40;7,82
52835;-59,2;-40;5,84
52834;-59,4;-40;4,75
52833;-59,6;-40;3,67
52832;-59,8;-40;2,27
52831;-60;-40;1,25
52830;-60,2;-40;0,95
52829;-60,4;-40;1,27
52828;-60,6;-40;1,84
52827;-60,8;-40;2,82
52826;-61;-40;5,05
52825;-61,2;-40;7,95
52824;-61,4;-40;9,25
52823;-61,6;-40;8,63
52822;-61,8;-40;6,41
52821;-62;-40;3,44
52820;-62,2;-40;2,06
52819;-62,4;-40;0,98
52818;-62,6;-40;0,38
52817;-62,8;-40;0,23
52816;-63;-40;0,16
52815;-63,2;-40;0,09
52814;-63,4;-40;0,04
52813;-63,6;-40;0,04
52812;-63,8;-40;0,06
52811;-64;-40;0,1
52810;-64,2;-40;0,19
52809;-64,4;-40;0,26
52808;-64,6;-40;0,25
52807;-64,8;-40;0,18
52806;-65;-40;0,18
52805;-65,2;-40;0,07
52804;-65,4;-40;0,02
52803;-65,6;-40;0
52802;-65,8;-40;0
52801;-66;-40;0
52800;-66,2;-40;0
52799;-66,4;-40;0
52798;-66,6;-40;0
52797;-66,8;-40;0
52796;-67;-40;0
52795;-67,2;-40;0
52794;-67,4;-40;0,01
52793;-67,6;-40;0,01
52792;-67,8;-40;0,01
52791;-68;-40;0,01
52790;-68,2;-40;0,03
52789;-68,4;-40;0,06
52788;-68,6;-40;0,09
52787;-68,8;-40;0,12
52786;-69;-40;0,36
52785;-69,2;-40;0,46
52784;-69,4;-40;0,23
52783;-69,6;-40;0,04
52782;-69,8;-40;0,06
52781;-70;-40;0,15
52780;-70,2;-40;0,49
52779;-70,4;-40;0,28
52778;-70,6;-40;0,06
52777;-70,8;-40;0,01
52776;-71;-40;0,04
52775;-71,2;-40;0,01
52774;-71,4;-40;0,02
52773;-71,6;-40;0,04
52772;-71,8;-40;0,06
52771;-72;-40;0,17
52770;-72,2;-40;1,42
52769;-72,4;-40;3,19
52768;-72,6;-40;3,96
52767;-72,8;-40;3,42
52766;-73;-40;2,01
52765;-73,2;-40;2,37
52764;-73,4;-40;1,59
52763;-73,6;-40;1,5
52762;-73,8;-40;2,14
52761;-74;-40;1,07
52760;-74,2;-40;2,5
52759;-74,4;-40;2,05
52758;-74,6;-40;1,17
52757;-74,8;-40;0,72
52756;-75;-40;0,8
52755;-75,2;-40;0,54
52754;-75,4;-40;0,51
52753;-75,6;-40;0,7
52752;-75,8;-40;1,07
52751;-76;-40;1,77
52750;-34;-39,8;0,14
52749;-34,2;-39,8;0,2
52748;-34,4;-39,8;0,35
52747;-34,6;-39,8;0,69
52746;-34,8;-39,8;0,64
52745;-35;-39,8;0,73
52744;-35,2;-39,8;0,92
52743;-35,4;-39,8;0,85
52742;-35,6;-39,8;0,39
52741;-35,8;-39,8;0,38
52740;-36;-39,8;0,42
52739;-36,2;-39,8;0,31
52738;-36,4;-39,8;0,22
52737;-36,6;-39,8;0,16
52736;-36,8;-39,8;0,16
52735;-37;-39,8;0,14
52734;-37,2;-39,8;0,12
52733;-37,4;-39,8;0,15
52732;-37,6;-39,8;0,19
52731;-37,8;-39,8;0,37
52730;-38;-39,8;0,33
52729;-38,2;-39,8;0,29
52728;-38,4;-39,8;0,23
52727;-38,6;-39,8;0,19
52726;-38,8;-39,8;0,47
52725;-39;-39,8;1,02
52724;-39,2;-39,8;1,21
52723;-39,4;-39,8;1,16
52722;-39,6;-39,8;1,54
52721;-39,8;-39,8;2,18
52720;-40;-39,8;2,45
52719;-40,2;-39,8;2,65
52718;-40,4;-39,8;3,91
52717;-40,6;-39,8;4,09
52716;-40,8;-39,8;4,62
52715;-41;-39,8;5,41
52714;-41,2;-39,8;6,68
52713;-41,4;-39,8;7,3
52712;-41,6;-39,8;8,13
52711;-41,8;-39,8;7,23
52710;-42;-39,8;5,26
52709;-42,2;-39,8;3,83
52708;-42,4;-39,8;2,38
52707;-42,6;-39,8;1,83
52706;-42,8;-39,8;1,3
52705;-43;-39,8;0,98
52704;-43,2;-39,8;0,55
52703;-43,4;-39,8;0,26
52702;-43,6;-39,8;0,09
52701;-43,8;-39,8;0,05
52700;-44;-39,8;0,03
52699;-44,2;-39,8;0,06
52698;-44,4;-39,8;0,08
52697;-44,6;-39,8;0,08
52696;-44,8;-39,8;0,21
52695;-45;-39,8;0,38
52694;-45,2;-39,8;0,27
52693;-45,4;-39,8;0,64
52692;-45,6;-39,8;0,59
52691;-45,8;-39,8;1
52690;-46;-39,8;0,88
52689;-46,2;-39,8;0,86
52688;-46,4;-39,8;0,66
52687;-46,6;-39,8;1,01
52686;-46,8;-39,8;1,56
52685;-47;-39,8;1,31
52684;-47,2;-39,8;0,94
52683;-47,4;-39,8;0,9
52682;-47,6;-39,8;1,39
52681;-47,8;-39,8;1,84
52680;-48;-39,8;1,95
52679;-48,2;-39,8;3,31
52678;-48,4;-39,8;5,51
52677;-48,6;-39,8;8,22
52676;-48,8;-39,8;8,64
52675;-49;-39,8;11,67
52674;-49,2;-39,8;13,02
52673;-49,4;-39,8;12,7
52672;-49,6;-39,8;12,01
52671;-49,8;-39,8;13,02
52670;-50;-39,8;16,18
52669;-50,2;-39,8;20,29
52668;-50,4;-39,8;23,12
52667;-50,6;-39,8;23,82
52666;-50,8;-39,8;21,2
52665;-51;-39,8;20,75
52664;-51,2;-39,8;23,46
52663;-51,4;-39,8;25,89
52662;-51,6;-39,8;24,95
52661;-51,8;-39,8;20,53
52660;-52;-39,8;17,99
52659;-52,2;-39,8;16,85
52658;-52,4;-39,8;18,47
52657;-52,6;-39,8;23,89
52656;-52,8;-39,8;29,71
52655;-53;-39,8;18,68
52654;-53,2;-39,8;15,61
52653;-53,4;-39,8;17,87
52652;-53,6;-39,8;20,2
52651;-53,8;-39,8;15,13
52650;-54;-39,8;13,57
52649;-54,2;-39,8;12,33
52648;-54,4;-39,8;12,77
52647;-54,6;-39,8;12,37
52646;-54,8;-39,8;9,15
52645;-55;-39,8;8,84
52644;-55,2;-39,8;9,87
52643;-55,4;-39,8;11,88
52642;-55,6;-39,8;10,85
52641;-55,8;-39,8;6,91
52640;-56;-39,8;6,29
52639;-56,2;-39,8;8,04
52638;-56,4;-39,8;10,82
52637;-56,6;-39,8;13
52636;-56,8;-39,8;11,58
52635;-57;-39,8;8,23
52634;-57,2;-39,8;6,22
52633;-57,4;-39,8;5,37
52632;-57,6;-39,8;3,81
52631;-57,8;-39,8;2,56
52630;-58;-39,8;2,92
52629;-58,2;-39,8;4,6
52628;-58,4;-39,8;5,96
52627;-58,6;-39,8;6,07
52626;-58,8;-39,8;6,47
52625;-59;-39,8;6,04
52624;-59,2;-39,8;4,4
52623;-59,4;-39,8;2,94
52622;-59,6;-39,8;1,99
52621;-59,8;-39,8;1,72
52620;-60;-39,8;1,35
52619;-60,2;-39,8;1,72
52618;-60,4;-39,8;2,84
52617;-60,6;-39,8;4,02
52616;-60,8;-39,8;5,33
52615;-61;-39,8;6,71
52614;-61,2;-39,8;7,42
52613;-61,4;-39,8;6,91
52612;-61,6;-39,8;5,19
52611;-61,8;-39,8;3,21
52610;-62;-39,8;1,7
52609;-62,2;-39,8;0,88
52608;-62,4;-39,8;0,38
52607;-62,6;-39,8;0,1
52606;-62,8;-39,8;0,06
52605;-63;-39,8;0,03
52604;-63,2;-39,8;0,02
52603;-63,4;-39,8;0,02
52602;-63,6;-39,8;0,04
52601;-63,8;-39,8;0,06
52600;-64;-39,8;0,12
52599;-64,2;-39,8;0,28
52598;-64,4;-39,8;0,35
52597;-64,6;-39,8;0,3
52596;-64,8;-39,8;0,18
52595;-65;-39,8;0,1
52594;-65,2;-39,8;0,05
52593;-65,4;-39,8;0,01
52592;-65,6;-39,8;0,01
52591;-65,8;-39,8;0
52590;-66;-39,8;0
52589;-66,2;-39,8;0
52588;-66,4;-39,8;0
52587;-66,6;-39,8;0,01
52586;-66,8;-39,8;0
52585;-67;-39,8;0
52584;-67,2;-39,8;0
52583;-67,4;-39,8;0
52582;-67,6;-39,8;0
52581;-67,8;-39,8;0
52580;-68;-39,8;0,01
52579;-68,2;-39,8;0,06
52578;-68,4;-39,8;0,08
52577;-68,6;-39,8;0,09
52576;-68,8;-39,8;0,17
52575;-69;-39,8;0,24
52574;-69,2;-39,8;0,21
52573;-69,4;-39,8;0,12
52572;-69,6;-39,8;0,07
52571;-69,8;-39,8;0,12
52570;-70;-39,8;0,19
52569;-70,2;-39,8;0,09
52568;-70,4;-39,8;0
52567;-70,6;-39,8;0,01
52566;-70,8;-39,8;0,04
52565;-71;-39,8;0,05
52564;-71,2;-39,8;0,01
52563;-71,4;-39,8;0,01
52562;-71,6;-39,8;0,02
52561;-71,8;-39,8;0,03
52560;-72;-39,8;0,1
52559;-72,2;-39,8;1,19
52558;-72,4;-39,8;1,99
52557;-72,6;-39,8;2,49
52556;-72,8;-39,8;1,08
52555;-73;-39,8;1,07
52554;-73,2;-39,8;1,36
52553;-73,4;-39,8;0,88
52552;-73,6;-39,8;1,21
52551;-73,8;-39,8;1,01
52550;-74;-39,8;1,29
52549;-74,2;-39,8;1,22
52548;-74,4;-39,8;0,97
52547;-74,6;-39,8;0,35
52546;-74,8;-39,8;0,5
52545;-75;-39,8;0,88
52544;-75,2;-39,8;0,71
52543;-75,4;-39,8;0,88
52542;-75,6;-39,8;1,16
52541;-75,8;-39,8;1,7
52540;-76;-39,8;1,44
52539;-34;-39,6;0,44
52538;-34,2;-39,6;0,58
52537;-34,4;-39,6;0,69
52536;-34,6;-39,6;0,77
52535;-34,8;-39,6;0,87
52534;-35;-39,6;1,04
52533;-35,2;-39,6;0,96
52532;-35,4;-39,6;1,15
52531;-35,6;-39,6;0,88
52530;-35,8;-39,6;0,76
52529;-36;-39,6;0,74
52528;-36,2;-39,6;0,55
52527;-36,4;-39,6;0,39
52526;-36,6;-39,6;0,4
52525;-36,8;-39,6;0,32
52524;-37;-39,6;0,24
52523;-37,2;-39,6;0,27
52522;-37,4;-39,6;0,29
52521;-37,6;-39,6;0,29
52520;-37,8;-39,6;0,4
52519;-38;-39,6;0,4
52518;-38,2;-39,6;0,27
52517;-38,4;-39,6;0,44
52516;-38,6;-39,6;0,47
52515;-38,8;-39,6;0,96
52514;-39;-39,6;1,53
52513;-39,2;-39,6;1,47
52512;-39,4;-39,6;1,71
52511;-39,6;-39,6;1,97
52510;-39,8;-39,6;2,21
52509;-40;-39,6;2,5
52508;-40,2;-39,6;2,94
52507;-40,4;-39,6;4,75
52506;-40,6;-39,6;4,24
52505;-40,8;-39,6;5,64
52504;-41;-39,6;7,07
52503;-41,2;-39,6;8
52502;-41,4;-39,6;6,77
52501;-41,6;-39,6;5,56
52500;-41,8;-39,6;3,82
52499;-42;-39,6;2,07
52498;-42,2;-39,6;1,32
52497;-42,4;-39,6;1,21
52496;-42,6;-39,6;1,05
52495;-42,8;-39,6;0,76
52494;-43;-39,6;0,51
52493;-43,2;-39,6;0,18
52492;-43,4;-39,6;0,05
52491;-43,6;-39,6;0,02
52490;-43,8;-39,6;0,02
52489;-44;-39,6;0,07
52488;-44,2;-39,6;0,13
52487;-44,4;-39,6;0,06
52486;-44,6;-39,6;0,13
52485;-44,8;-39,6;0,59
52484;-45;-39,6;0,85
52483;-45,2;-39,6;0,76
52482;-45,4;-39,6;0,77
52481;-45,6;-39,6;1,83
52480;-45,8;-39,6;1,46
52479;-46;-39,6;1,17
52478;-46,2;-39,6;1,13
52477;-46,4;-39,6;1,14
52476;-46,6;-39,6;1,15
52475;-46,8;-39,6;1,52
52474;-47;-39,6;1,31
52473;-47,2;-39,6;1,05
52472;-47,4;-39,6;1,08
52471;-47,6;-39,6;1,53
52470;-47,8;-39,6;2,09
52469;-48;-39,6;3,06
52468;-48,2;-39,6;4,48
52467;-48,4;-39,6;5,94
52466;-48,6;-39,6;6,84
52465;-48,8;-39,6;8,64
52464;-49;-39,6;12,66
52463;-49,2;-39,6;15,87
52462;-49,4;-39,6;16,79
52461;-49,6;-39,6;13,24
52460;-49,8;-39,6;14,76
52459;-50;-39,6;18,79
52458;-50,2;-39,6;21,92
52457;-50,4;-39,6;23,2
52456;-50,6;-39,6;24,04
52455;-50,8;-39,6;24,43
52454;-51;-39,6;27,33
52453;-51,2;-39,6;31,72
52452;-51,4;-39,6;32,09
52451;-51,6;-39,6;23,12
52450;-51,8;-39,6;20,11
52449;-52;-39,6;21,05
52448;-52,2;-39,6;20,8
52447;-52,4;-39,6;21,21
52446;-52,6;-39,6;22,61
52445;-52,8;-39,6;16,88
52444;-53;-39,6;14,31
52443;-53,2;-39,6;15,42
52442;-53,4;-39,6;16,41
52441;-53,6;-39,6;13,52
52440;-53,8;-39,6;10,82
52439;-54;-39,6;10,99
52438;-54,2;-39,6;9,95
52437;-54,4;-39,6;10,1
52436;-54,6;-39,6;10,28
52435;-54,8;-39,6;8,93
52434;-55;-39,6;7
52433;-55,2;-39,6;6,55
52432;-55,4;-39,6;7,34
52431;-55,6;-39,6;7,59
52430;-55,8;-39,6;6,96
52429;-56;-39,6;7,81
52428;-56,2;-39,6;9,55
52427;-56,4;-39,6;10,6
52426;-56,6;-39,6;10,37
52425;-56,8;-39,6;8,73
52424;-57;-39,6;6,32
52423;-57,2;-39,6;4,09
52422;-57,4;-39,6;3,44
52421;-57,6;-39,6;3,21
52420;-57,8;-39,6;2,28
52419;-58;-39,6;3,56
52418;-58,2;-39,6;5,42
52417;-58,4;-39,6;6,24
52416;-58,6;-39,6;5,67
52415;-58,8;-39,6;4,14
52414;-59;-39,6;3,19
52413;-59,2;-39,6;2,14
52412;-59,4;-39,6;1,34
52411;-59,6;-39,6;1,15
52410;-59,8;-39,6;1,66
52409;-60;-39,6;1,73
52408;-60,2;-39,6;3,78
52407;-60,4;-39,6;5,07
52406;-60,6;-39,6;5,76
52405;-60,8;-39,6;5,99
52404;-61;-39,6;5,35
52403;-61,2;-39,6;4,95
52402;-61,4;-39,6;3,93
52401;-61,6;-39,6;2,73
52400;-61,8;-39,6;1,6
52399;-62;-39,6;0,66
52398;-62,2;-39,6;0,29
52397;-62,4;-39,6;0,11
52396;-62,6;-39,6;0,04
52395;-62,8;-39,6;0,01
52394;-63;-39,6;0,01
52393;-63,2;-39,6;0,01
52392;-63,4;-39,6;0,02
52391;-63,6;-39,6;0,04
52390;-63,8;-39,6;0,06
52389;-64;-39,6;0,11
52388;-64,2;-39,6;0,15
52387;-64,4;-39,6;0,17
52386;-64,6;-39,6;0,15
52385;-64,8;-39,6;0,11
52384;-65;-39,6;0,1
52383;-65,2;-39,6;0,06
52382;-65,4;-39,6;0,02
52381;-65,6;-39,6;0,01
52380;-65,8;-39,6;0
52379;-66;-39,6;0
52378;-66,2;-39,6;0,01
52377;-66,4;-39,6;0
52376;-66,6;-39,6;0
52375;-66,8;-39,6;0,01
52374;-67;-39,6;0
52373;-67,2;-39,6;0
52372;-67,4;-39,6;0
52371;-67,6;-39,6;0
52370;-67,8;-39,6;0,01
52369;-68;-39,6;0,02
52368;-68,2;-39,6;0,05
52367;-68,4;-39,6;0,04
52366;-68,6;-39,6;0,04
52365;-68,8;-39,6;0,05
52364;-69;-39,6;0,07
52363;-69,2;-39,6;0,07
52362;-69,4;-39,6;0,06
52361;-69,6;-39,6;0,1
52360;-69,8;-39,6;0,17
52359;-70;-39,6;0,19
52358;-70,2;-39,6;0,08
52357;-70,4;-39,6;0,05
52356;-70,6;-39,6;0,01
52355;-70,8;-39,6;0,03
52354;-71;-39,6;0,01
52353;-71,2;-39,6;0
52352;-71,4;-39,6;0,01
52351;-71,6;-39,6;0,01
52350;-71,8;-39,6;0,05
52349;-72;-39,6;0,26
52348;-72,2;-39,6;0,56
52347;-72,4;-39,6;0,74
52346;-72,6;-39,6;1,12
52345;-72,8;-39,6;0,96
52344;-73;-39,6;1,09
52343;-73,2;-39,6;0,58
52342;-73,4;-39,6;0,71
52341;-73,6;-39,6;0,86
52340;-73,8;-39,6;1,17
52339;-74;-39,6;1,95
52338;-74,2;-39,6;2,35
52337;-74,4;-39,6;1,24
52336;-74,6;-39,6;2,02
52335;-74,8;-39,6;1,04
52334;-75;-39,6;0,48
52333;-75,2;-39,6;0,54
52332;-75,4;-39,6;0,83
52331;-75,6;-39,6;0,98
52330;-75,8;-39,6;1,42
52329;-76;-39,6;1,82
52328;-34;-39,4;0,47
52327;-34,2;-39,4;0,74
52326;-34,4;-39,4;0,78
52325;-34,6;-39,4;0,96
52324;-34,8;-39,4;0,92
52323;-35;-39,4;0,99
52322;-35,2;-39,4;0,93
52321;-35,4;-39,4;0,91
52320;-35,6;-39,4;0,51
52319;-35,8;-39,4;0,56
52318;-36;-39,4;0,71
52317;-36,2;-39,4;0,78
52316;-36,4;-39,4;0,46
52315;-36,6;-39,4;0,48
52314;-36,8;-39,4;0,6
52313;-37;-39,4;0,65
52312;-37,2;-39,4;0,74
52311;-37,4;-39,4;0,68
52310;-37,6;-39,4;0,59
52309;-37,8;-39,4;0,86
52308;-38;-39,4;0,88
52307;-38,2;-39,4;0,68
52306;-38,4;-39,4;0,42
52305;-38,6;-39,4;0,54
52304;-38,8;-39,4;0,96
52303;-39;-39,4;1,4
52302;-39,2;-39,4;1,74
52301;-39,4;-39,4;1,88
52300;-39,6;-39,4;1,89
52299;-39,8;-39,4;2,16
52298;-40;-39,4;3,54
52297;-40,2;-39,4;4,24
52296;-40,4;-39,4;4,9
52295;-40,6;-39,4;5,55
52294;-40,8;-39,4;7,1
52293;-41;-39,4;7,05
52292;-41,2;-39,4;5,97
52291;-41,4;-39,4;4,45
52290;-41,6;-39,4;3,05
52289;-41,8;-39,4;2,46
52288;-42;-39,4;0,85
52287;-42,2;-39,4;1,17
52286;-42,4;-39,4;1,07
52285;-42,6;-39,4;0,68
52284;-42,8;-39,4;0,25
52283;-43;-39,4;0,05
52282;-43,2;-39,4;0,02
52281;-43,4;-39,4;0,02
52280;-43,6;-39,4;0,04
52279;-43,8;-39,4;0,06
52278;-44;-39,4;0,15
52277;-44,2;-39,4;0,18
52276;-44,4;-39,4;0,19
52275;-44,6;-39,4;0,63
52274;-44,8;-39,4;0,91
52273;-45;-39,4;1,35
52272;-45,2;-39,4;1,11
52271;-45,4;-39,4;1,27
52270;-45,6;-39,4;1,46
52269;-45,8;-39,4;1,64
52268;-46;-39,4;1,86
52267;-46,2;-39,4;1,84
52266;-46,4;-39,4;1,42
52265;-46,6;-39,4;1,33
52264;-46,8;-39,4;1,21
52263;-47;-39,4;1,01
52262;-47,2;-39,4;1,17
52261;-47,4;-39,4;1,34
52260;-47,6;-39,4;1,98
52259;-47,8;-39,4;3,45
52258;-48;-39,4;5,52
52257;-48,2;-39,4;7,29
52256;-48,4;-39,4;5,92
52255;-48,6;-39,4;6,73
52254;-48,8;-39,4;9,31
52253;-49;-39,4;12,37
52252;-49,2;-39,4;13,37
52251;-49,4;-39,4;15,02
52250;-49,6;-39,4;16,22
52249;-49,8;-39,4;18,79
52248;-50;-39,4;22,43
52247;-50,2;-39,4;27,6
52246;-50,4;-39,4;25,54
52245;-50,6;-39,4;25,96
52244;-50,8;-39,4;27,81
52243;-51;-39,4;29,62
52242;-51,2;-39,4;30,53
52241;-51,4;-39,4;23,92
52240;-51,6;-39,4;25,04
52239;-51,8;-39,4;25,97
52238;-52;-39,4;26,89
52237;-52,2;-39,4;27,11
52236;-52,4;-39,4;20,49
52235;-52,6;-39,4;16,11
52234;-52,8;-39,4;13,82
52233;-53;-39,4;12,98
52232;-53,2;-39,4;13,62
52231;-53,4;-39,4;14,44
52230;-53,6;-39,4;9,93
52229;-53,8;-39,4;8,63
52228;-54;-39,4;8,34
52227;-54,2;-39,4;8,62
52226;-54,4;-39,4;8,37
52225;-54,6;-39,4;9,88
52224;-54,8;-39,4;9,05
52223;-55;-39,4;6,62
52222;-55,2;-39,4;4,67
52221;-55,4;-39,4;4,8
52220;-55,6;-39,4;7,5
52219;-55,8;-39,4;7,75
52218;-56;-39,4;8,05
52217;-56,2;-39,4;8,05
52216;-56,4;-39,4;9,14
52215;-56,6;-39,4;9,69
52214;-56,8;-39,4;6,23
52213;-57;-39,4;4,88
52212;-57,2;-39,4;4,54
52211;-57,4;-39,4;4,24
52210;-57,6;-39,4;3,65
52209;-57,8;-39,4;3,3
52208;-58;-39,4;5,16
52207;-58,2;-39,4;7,35
52206;-58,4;-39,4;7,3
52205;-58,6;-39,4;5,83
52204;-58,8;-39,4;3,65
52203;-59;-39,4;2,78
52202;-59,2;-39,4;1,67
52201;-59,4;-39,4;0,98
52200;-59,6;-39,4;0,89
52199;-59,8;-39,4;1,24
52198;-60;-39,4;2,72
52197;-60,2;-39,4;5,25
52196;-60,4;-39,4;6,82
52195;-60,6;-39,4;6,36
52194;-60,8;-39,4;5,05
52193;-61;-39,4;3,07
52192;-61,2;-39,4;2,4
52191;-61,4;-39,4;2,12
52190;-61,6;-39,4;1,8
52189;-61,8;-39,4;0,9
52188;-62;-39,4;0,38
52187;-62,2;-39,4;0,15
52186;-62,4;-39,4;0,07
52185;-62,6;-39,4;0,04
52184;-62,8;-39,4;0,01
52183;-63;-39,4;0
52182;-63,2;-39,4;0,01
52181;-63,4;-39,4;0
52180;-63,6;-39,4;0,01
52179;-63,8;-39,4;0,02
52178;-64;-39,4;0,06
52177;-64,2;-39,4;0,1
52176;-64,4;-39,4;0,15
52175;-64,6;-39,4;0,17
52174;-64,8;-39,4;0,13
52173;-65;-39,4;0,1
52172;-65,2;-39,4;0,04
52171;-65,4;-39,4;0,01
52170;-65,6;-39,4;0
52169;-65,8;-39,4;0
52168;-66;-39,4;0
52167;-66,2;-39,4;0
52166;-66,4;-39,4;0
52165;-66,6;-39,4;0
52164;-66,8;-39,4;0
52163;-67;-39,4;0
52162;-67,2;-39,4;0
52161;-67,4;-39,4;0
52160;-67,6;-39,4;0,01
52159;-67,8;-39,4;0,02
52158;-68;-39,4;0,03
52157;-68,2;-39,4;0,03
52156;-68,4;-39,4;0,03
52155;-68,6;-39,4;0,06
52154;-68,8;-39,4;0,06
52153;-69;-39,4;0,04
52152;-69,2;-39,4;0,04
52151;-69,4;-39,4;0,02
52150;-69,6;-39,4;0,12
52149;-69,8;-39,4;0,22
52148;-70;-39,4;0,21
52147;-70,2;-39,4;0,13
52146;-70,4;-39,4;0,03
52145;-70,6;-39,4;0,01
52144;-70,8;-39,4;0
52143;-71;-39,4;0,01
52142;-71,2;-39,4;0,01
52141;-71,4;-39,4;0,01
52140;-71,6;-39,4;0,01
52139;-71,8;-39,4;0,01
52138;-72;-39,4;0,11
52137;-72,2;-39,4;0,5
52136;-72,4;-39,4;1,79
52135;-72,6;-39,4;1,97
52134;-72,8;-39,4;2,15
52133;-73;-39,4;1,8
52132;-73,2;-39,4;1,24
52131;-73,4;-39,4;1,81
52130;-73,6;-39,4;1,08
52129;-73,8;-39,4;1,15
52128;-74;-39,4;1,22
52127;-74,2;-39,4;0,97
52126;-74,4;-39,4;0,53
52125;-74,6;-39,4;1,6
52124;-74,8;-39,4;1,29
52123;-75;-39,4;0,9
52122;-75,2;-39,4;0,47
52121;-75,4;-39,4;0,88
52120;-75,6;-39,4;1,5
52119;-75,8;-39,4;1,46
52118;-76;-39,4;1,67
52117;-34;-39,2;0,47
52116;-34,2;-39,2;1,03
52115;-34,4;-39,2;1,24
52114;-34,6;-39,2;1,07
52113;-34,8;-39,2;0,99
52112;-35;-39,2;1,14
52111;-35,2;-39,2;1,18
52110;-35,4;-39,2;0,72
52109;-35,6;-39,2;0,55
52108;-35,8;-39,2;0,74
52107;-36;-39,2;0,91
52106;-36,2;-39,2;1,23
52105;-36,4;-39,2;1,05
52104;-36,6;-39,2;1,06
52103;-36,8;-39,2;1,35
52102;-37;-39,2;1,13
52101;-37,2;-39,2;1,02
52100;-37,4;-39,2;0,79
52099;-37,6;-39,2;1,02
52098;-37,8;-39,2;0,8
52097;-38;-39,2;0,55
52096;-38,2;-39,2;0,58
52095;-38,4;-39,2;0,78
52094;-38,6;-39,2;1,3
52093;-38,8;-39,2;1,88
52092;-39;-39,2;2,39
52091;-39,2;-39,2;2,67
52090;-39,4;-39,2;2,85
52089;-39,6;-39,2;3,69
52088;-39,8;-39,2;5,16
